messages,target,label
"





I think many reading this group would also benefit by knowing how
deviant the view _as I've articulated it above_ (which may not be
the true view of Khomeini) is from the basic principles of Islam. 
So that the non-muslim readers of this group will see how far from 
the simple basics of Islam such views are on the face of them. And 
if they are _not_ in contradiction with the basics of Islam, how 
subtle such issues are and how it seems sects exist in Islam while 
they are explicitly proscribed by the Qur'an.




In my opinion considering any human being as having a substance
or metaphysical fundamentally different from that of any other human
being _is_ a heretical notion and one proscribed by Islam. 




Absolutely! I would be interested in discussing this privately and
I am interested in hearing how one might try to make the concept of
error-free and sinless human beings philosophically consistent with
the teachings of the Qur'an. However, _prima facie_ such attemptsa
are highly susceptible to degenerating into monkery, explicitly
proscribed by the Qur'an.



Alaikum Wassalam
",0,alt.atheism
"You know, it just occurred to me today that this whole Christian thing
can be blamed solely on Mary.

So, she's married to Joseph.  She gets knocked up.  What do you think
ol' Joe will do if he finds she's been getting around?  So Mary comes up
with this ridiculous story about God making her pregnant.  Actually, it
can't be all THAT ridiculous, considering the number of people that
believe it.  Anyway, she never tells anyone the truth, and even tells
poor little Jesus that he's hot shit, the Son of God.  Everyone else
tells him this too, since they've bought Mary's story.  So, what does
Mary actually turn out to be?  An adultress and a liar, and the cause of
mankind's greatest folly...

Just my recently-minted two cents.

Chris
",0,alt.atheism
"
Wow! You got me thinking now!

This is an interesting question in that recently there has been a 
move in society to classify previously ""socially unacceptable"" yet legal 
activities as OK.  In the past it seems to me there were always two 
coexisting methods of social control.

First (and most explicit) is legal control.  That is the set of 
actions we define as currently illegal and having a specifically defined set 
of punishments.

Secondly (and somewhat more hidden) is social control.  These are 
the actions which are considered socially unacceptable and while not covered 
by legal control, are scrictly controled by social censure. Ideally (if 
socialization is working as it should) legal control is hardly ever needed 
since most people voluntarilly control their actions due to the pressure of 
social censure.

The control manifests itself in day-to-day life as ""guilt"" and 
""morality"".  I've heard it said (and fully believe) that if it weren't for 
the VAST majority of people policing themselves, legal control would be 
absolutely impossible.

Lately (last 50, 100 years?) however there has been a move to 
attempt to dissengage the individual from societal control (ie. if it ain't 
illegal, then don't pick on me).  I'm not saying this is wrong, merely 
that it is a byproduct of a society which has:

	1) A high education level,
	2) A high exposure to alternative ideas via the popular media,
	3) A high level of institutionalized individual rights, and
	4) A ""me"" oriented culture.

I guess what I'm saying is that we appear to be in a state of transition, 
here in the western world in that we still have many ideas about what we can\
can't allow people to do based entirely on personal squeamishness, yet we 
are fully bent on maximizing individual freedoms to the max as long as 
those freedoms don't impinge on another's.

IMHO society is trying to persue two mutually exclusive ends here.  While we 
appreciate and persue individual rights (these satisfy the old 
territoriality and dominance instincts), the removal of socialized, 
inherent fears based on ignorance will result in the 
continued destabilization of society.  

I got no quick fix.  I have no idea how we can get ourselves out of this 
mess.  I know I would never consent to the roll-back of personal freedoms 
in order to ""stabilize"" society.  Yet I believe development of societies 
follow a Darwinian process which selects for stability.  Can we find a 
social model which maximizes indiv. freed.'s yet is stable?  Perhaps it is 
possible to live with a ""non-stable"" society?

Anybody see a way out?  Comments?

PS.  Therefore answer to question #3:  We don't.  Do we want to?



Phil Trodwell ",0,alt.atheism
 ,0,alt.atheism
"

What I've been saying is that moral behavior is likely the null behavior.
That is, it doesn't take much work to be moral, but it certainly does to
be immoral (in some cases).  Also, I've said that morality is a remnant
of evolution.  Our moral system is based on concepts well practiced in
the animal kingdom.


But, this doesn't get us anywhere.  Your particular beliefs are irrelevant
unless you can share them or discuss them...",0,alt.atheism
"
  Damn.  And I did so have my hopes up.


/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ 

Bob Beauchaine bobbe@vice.ICO.TEK.COM 

They said that Queens could stay, they blew the Bronx away,
and sank Manhattan out at sea.",0,alt.atheism
,0,alt.atheism
"[most of post deleted]
There is an easy way out....
Post the flyers on the stall doors, but add at the bottom, in nice large
capitals,

      EMERGENCY TOILET PAPER

:)
",0,alt.atheism
"
When they're not important, yes.  All scientists do.  Otherwise science would
never get anywhere.


Hang about -- not atomic interactions in general.  Just specific ones which
are deemed unimportant.  Like gravitational interactions between ions, which
are so small they're drowned out by electrostatic effects, and so on.


Oh, probably.  They still make people memorize equations and IR spectra. 
Maybe in a few decades they'll discover the revolutionary ""data book""
technique.
",0,alt.atheism
"
  Bobby:

  Get this the hell out of your .sig until you 1) learn what it
  stands for and 2) really mean it.

/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\/\ 

Bob Beauchaine bobbe@vice.ICO.TEK.COM 

They said that Queens could stay, they blew the Bronx away,
and sank Manhattan out at sea.",0,alt.atheism
": : So in conclusion it can be shown that there is essentially no
: : logical argument which clearly differentiates a ""cult"" from a
: : ""religion"".  I challenge anyone to produce a distinction which
: : is clear and can't be easily knocked down.  

: How about this one: a religion is a cult which has stood the test
: of time.

Just like history is written by the `winners' and not the `losers.'
From what I've seen of religions, a religion is just a cult that
was so vile and corrupt it was able to exert it's doctrine using
political and military measures.  Perhaps if Koresh withstood the
onslaught for another couple of months he would have started 
attracting more converts due to his `strength,' hence becoming a
full religion and not just a cult.
",0,alt.atheism
"


Do you honestly hold to that tripe Charley? For a start there are enough
current versions of the Bible to make comparisons to show that what you write
above is utter garbage. Witness JW, Mormon, Catholic, Anglican, and Greek
Orthodox Bibles. But to really convince you I'd have to take you to a good
old library. In our local library we had a 1804 King James which I compared
to a brand new, hot of God's tongue Good News Bible. Genesis was almost
unrecognisable, many of the discrepencies between the four gospels had been
edited from the Good News Bible. In fact the God of Good News was a much
more congenial fellow I must say. 

If you like I'll get the 1804 King James out again and actually give you
some quotes. At least the headings haven't changed much.",0,alt.atheism
"
Ethics deal with individuals.  Morals deal with groups.


Please describe these ""number of ways"" in detail.  Then explain any
contradictions that may arise.


The sentence, ""Yes, it's possible, but it is difficult.""  Humans survived
""in the wild"" for hundreds of thousands of years.


Answer the question, Keith.  Is homosexuality detrimental to the survival
of the species?",0,alt.atheism
"I read an article about a poll done of students at the Ivy League
schools in which it was reported that a third of the students
indentified themselves as atheists.  This is a lot higher than among the
general population.  I wonder what the reasons for this discrepancy are?
Is it because they are more intelligent?  Younger?  Is this the wave of
the future?",0,alt.atheism
"
I don't feel that I'm preaching. I'm just trying to answer people's 
questions and talking about my religion, my beliefs.
When it comes to what I post, I don't do it with the intent of converting 
anyone.  I don't expect for the atheists in this newsgroup to take what I 
say with a grain of salt if they so wish.
I just state what I beleve, they ask me how I believeit and why and we all 
go on. 
If that's preaching, then I'm soory and I'll get off the soapbox.",0,alt.atheism
"

Well, chimps must have some system.  They live in social groups
as we do, so they must have some ""laws"" dictating undesired behavior.",0,alt.atheism
"
I heard about the arms sale to Saudi Arabia.  Now, how is it such a grave
mistake to sell Saudi Arabia weapons?  Or are you claiming that we shouldn't
sell any weapons to other countries?  Straightforward answer please.


Who benefits from arms sales?  Hint, it isn't normally the gov't.  It is
the contractor that builds that piece of equipment.  Believe it or not,
the US and UK don't export the huge quantities of arms that you have
just accused them of doing.  Arms exports are rare enough, that it
requires an act of congress for non-small arms to most countries, if
not all.  Do you believe in telling everyone who can do what, and who
can sell their goods to whom?  


",0,alt.atheism
": I heard about the arms sale to Saudi Arabia.  Now, how is it such a grave
: mistake to sell Saudi Arabia weapons?  Or are you claiming that we shouldn't
: sell any weapons to other countries?  Straightforward answer please.

Saudi Arabia is an oppressive regime that has been recently interfering
in the politcs of newly renunified Yemen, including assasinations and 
border incursions. It is entirely possible that they will soon invade.
Unluckily for Yemen it is not popular in the West as they managed to put
aside political differences during reunification and thus the West has
effectively lost one half (North?) as a client state.",0,alt.atheism
"
""Isaac Asimov read creationist books.  He read the Bible.  He had ample
opportunity to kneel before his Creator and Savior.  He refused.  In
fact, he sent out a strong promotional letter urging support of the
American Humanist Association, shortly before he died.""

   --excerpt from Ken Ham, ""Asimov Meets His Creator,"" _Back to Genesis_
     No. 42, June 1992, p. c (included in _Acts & Facts_ vol. 21, no. 6,
     June 1992, from the Institute for Creation Research).  This is one
     of the most offensive articles they've ever published--but at least
     it argues *against* a deathbed conversion.  There's a part of the
     article even worse than what I've just quoted, in which an excerpt
     from a reader's letter says that if Asimov is burning in hell now,
     ""then he certainly has had a 180-degree change in his former beliefs
     about creation and the Creator.""  (A post-deathbed conversion.)",0,alt.atheism
"who: kmr4@po.CWRU.edu (Keith M. Ryan)
what: <kmr4.1426.733987668@po.cwru.edu>
with: rush@leland.Stanford.EDU 
what: <1993Apr5.050524.9361@leland.Stanford.EDU>
 
 
KR> ""Sadly yes. Don't loose any sleep over Old 'Zlumber. Just
KR> have some fun with him, but he is basically harmless. 
KR> At least, if you don't work in NY city.""
 
I don't find it hard to believe that ""Ole 'Zlumber"" really believes
the hate and ignorant prattle he writes. The frightening thought is,
there are people even worse than he! To say that feminism equals
""superiority"" over men is laughable as long as he doesn't then proceed
to pick up a rifle and start to shoot women as a preemptive strike---
aka the Canada slaughter that occured a few years ago. But then, men
killing women is nothing new. Islamic Fundamentalists just have a
""better"" excuse (Qu'ran).
 
    from the Vancouver Sun, Thursday, October 4, 1990
    by John Davidson, Canadian Press
 
    MONTREAL-- Perhaps it's the letter to the five-year old
    daughter that shocks the most.
 
    ""I hope one day you will be old enough to understand what
    happened to your parents,"" wrote Patrick Prevost. ""I loved
    your mother with a passion that went as far as hatred.""
 
    Police found the piece of paper near Prevost's body in his
    apartment in northeast Montreal.
 
    They say the 39-year-old mechanic committed suicide after
    killing his wife, Jocelyne Parent, 31.
 
    The couple had been separated for a month and the woman had
    gone to his apartment to talk about getting some more money
    for food. A violent quarrel broke out and Prevost attacked
    his wife with a kitchen knife, cutting her throat, police said.
 
    She was only the latest of 13 women slain by a husband or
    lover in Quebec in the last five weeks.
 
    Five children have also been slain as a result of the same
    domestic ""battles.""
 
    Last year in Quebec alone, 29 [women] were slain by their
    husbands. That was more than one-third of such cases across
    Canada, according to statistics from the Canadian Centre for
    Justice. [rest of article ommited]
 
Then to say that women are somehow ""better"" or ""should"" be the
one to ""stay home"" and raise a child is also laughable. Women
have traditionally done hard labor to support a family, often 
more than men in many cultures, throughout history. Seems to me
it takes at least two adults to raise a child, and that BOTH should
stay home to do so!",0,alt.atheism
"
No, do I have to?    I'm just commenting that it makes very
little sense to consider everything we inherit to be the default.

Seen any steam trains recently?",0,alt.atheism
"

Well now, we can't judge death until we are dead right?  So, why should
we judge religion without having experienced it?  People have said that
religion is bad by any account, and that it is in no way useful, etc.,
but I don't totally agree with this.  Of course, we cannot really say
how the religious folk would act had they not been exposed to religion,
but some people at least seemed to be helped in some ways by it.

So basically, we can not judge whether religion is the right route for
a given individual, or even for a general population.  We can say that
it is not best for us personally (at least, you can choose not to use
religion--might be hard to try to find out its benefits, as you state
above).",0,alt.atheism
